notch,srg,mcp
ej,net/minecraft/network/NetworkManager,net/minecraft/network/NetworkManager
bfh,net/minecraft/client/gui/GuiCommandBlock,net/minecraft/client/gui/GuiCommandBlock
ek,net/minecraft/network/NetworkManager$1,net/minecraft/network/NetworkManager$1
bfk,net/minecraft/client/gui/inventory/CreativeCrafting,net/minecraft/client/gui/inventory/CreativeCrafting
el,net/minecraft/network/NetworkManager$2,net/minecraft/network/NetworkManager$2
bfj,net/minecraft/client/gui/inventory/GuiCrafting,net/minecraft/client/gui/inventory/GuiCrafting
bfm,net/minecraft/client/gui/inventory/GuiContainerCreative$ContainerCreative,net/minecraft/client/gui/inventory/GuiContainerCreative$ContainerCreative
em,net/minecraft/network/NetworkManager$3,net/minecraft/network/NetworkManager$3
bfl,net/minecraft/client/gui/inventory/GuiContainerCreative,net/minecraft/client/gui/inventory/GuiContainerCreative
en,net/minecraft/network/NetworkManager$InboundHandlerTuplePacketListener,net/minecraft/network/NetworkManager$InboundHandlerTuplePacketListener
bfo,net/minecraft/client/renderer/InventoryEffectRenderer,net/minecraft/client/renderer/InventoryEffectRenderer
eo,net/minecraft/network/EnumConnectionState,net/minecraft/network/EnumConnectionState
bfn,net/minecraft/client/gui/inventory/GuiContainerCreative$CreativeSlot,net/minecraft/client/gui/inventory/GuiContainerCreative$CreativeSlot
ep,net/minecraft/network/EnumConnectionState$2,net/minecraft/network/EnumConnectionState$2
eq,net/minecraft/network/EnumConnectionState$4,net/minecraft/network/EnumConnectionState$4
bfq,net/minecraft/client/gui/GuiEnchantment,net/minecraft/client/gui/GuiEnchantment
bfp,net/minecraft/util/EnchantmentNameParts,net/minecraft/util/EnchantmentNameParts
er,net/minecraft/network/EnumConnectionState$3,net/minecraft/network/EnumConnectionState$3
es,net/minecraft/network/EnumConnectionState$1,net/minecraft/network/EnumConnectionState$1
bfs,net/minecraft/client/gui/GuiHopper,net/minecraft/client/gui/GuiHopper
et,net/minecraft/network/PacketBuffer,net/minecraft/network/PacketBuffer
bfr,net/minecraft/client/gui/inventory/GuiFurnace,net/minecraft/client/gui/inventory/GuiFurnace
eu,net/minecraft/network/NetworkStatistics,net/minecraft/network/NetworkStatistics
bfu,net/minecraft/client/gui/inventory/GuiInventory,net/minecraft/client/gui/inventory/GuiInventory
bft,net/minecraft/client/gui/inventory/GuiScreenHorseInventory,net/minecraft/client/gui/inventory/GuiScreenHorseInventory
ev,net/minecraft/network/NetworkStatistics$1,net/minecraft/network/NetworkStatistics$1
ew,net/minecraft/network/NetworkStatistics$PacketStat,net/minecraft/network/NetworkStatistics$PacketStat
bfw,net/minecraft/client/gui/GuiMerchant$MerchantButton,net/minecraft/client/gui/GuiMerchant$MerchantButton
ex,net/minecraft/network/NetworkStatistics$Tracker,net/minecraft/network/NetworkStatistics$Tracker
bfv,net/minecraft/client/gui/GuiMerchant,net/minecraft/client/gui/GuiMerchant
bfy,net/minecraft/client/gui/inventory/GuiDispenser,net/minecraft/client/gui/inventory/GuiDispenser
ey,net/minecraft/network/NetworkStatistics$PacketStatData,net/minecraft/network/NetworkStatistics$PacketStatData
bfx,net/minecraft/client/gui/inventory/GuiEditSign,net/minecraft/client/gui/inventory/GuiEditSign
ez,net/minecraft/util/MessageDeserializer,net/minecraft/util/MessageDeserializer
bfz,net/minecraft/client/gui/GuiMultiplayer,net/minecraft/client/gui/GuiMultiplayer
fa,net/minecraft/util/MessageSerializer,net/minecraft/util/MessageSerializer
fb,net/minecraft/network/INetHandler,net/minecraft/network/INetHandler
bgb,net/minecraft/client/gui/ServerListEntryLanDetected,net/minecraft/client/gui/ServerListEntryLanDetected
fc,net/minecraft/util/MessageDeserializer2,net/minecraft/util/MessageDeserializer2
bga,net/minecraft/client/gui/ServerListEntryLanScan,net/minecraft/client/gui/ServerListEntryLanScan
bgd,net/minecraft/client/gui/ServerListEntryNormal$1,net/minecraft/client/gui/ServerListEntryNormal$1
fd,net/minecraft/util/MessageSerializer2,net/minecraft/util/MessageSerializer2
bgc,net/minecraft/client/gui/ServerListEntryNormal,net/minecraft/client/gui/ServerListEntryNormal
fe,net/minecraft/util/ChatComponentStyle,net/minecraft/util/ChatComponentStyle
net/minecraft/realms/RealmsConnect,net/minecraft/realms/RealmsConnect,net/minecraft/realms/RealmsConnect
bgf,net/minecraft/client/gui/GuiScreenResourcePacks,net/minecraft/client/gui/GuiScreenResourcePacks
ff,net/minecraft/util/ChatComponentStyle$1,net/minecraft/util/ChatComponentStyle$1
fg,net/minecraft/util/ChatComponentStyle$2,net/minecraft/util/ChatComponentStyle$2
bge,net/minecraft/client/gui/ServerSelectionList,net/minecraft/client/gui/ServerSelectionList
fh,net/minecraft/event/ClickEvent,net/minecraft/event/ClickEvent
bgh,net/minecraft/client/resources/ResourcePackListEntryDefault,net/minecraft/client/resources/ResourcePackListEntryDefault
fi,net/minecraft/event/ClickEvent$Action,net/minecraft/event/ClickEvent$Action
net/minecraft/realms/RealmsButton,net/minecraft/realms/RealmsButton,net/minecraft/realms/RealmsButton
bgg,net/minecraft/client/resources/ResourcePackListEntry,net/minecraft/client/resources/ResourcePackListEntry
fj,net/minecraft/util/IChatComponent,net/minecraft/util/IChatComponent
bgj,net/minecraft/client/gui/GuiResourcePackAvailable,net/minecraft/client/gui/GuiResourcePackAvailable
fk,net/minecraft/util/IChatComponent$Serializer,net/minecraft/util/IChatComponent$Serializer
bgi,net/minecraft/client/resources/ResourcePackListEntryFound,net/minecraft/client/resources/ResourcePackListEntryFound
fl,net/minecraft/event/HoverEvent,net/minecraft/event/HoverEvent
bgl,net/minecraft/client/gui/GuiResourcePackSelected,net/minecraft/client/gui/GuiResourcePackSelected
bgk,net/minecraft/client/gui/GuiResourcePackList,net/minecraft/client/gui/GuiResourcePackList
fm,net/minecraft/event/HoverEvent$Action,net/minecraft/event/HoverEvent$Action
fn,net/minecraft/util/ChatStyle,net/minecraft/util/ChatStyle
bgn,net/minecraft/client/gui/stream/GuiIngestServers$ServerList,net/minecraft/client/gui/stream/GuiIngestServers$ServerList
fo,net/minecraft/util/ChatStyle$1,net/minecraft/util/ChatStyle$1
bgm,net/minecraft/client/gui/stream/GuiIngestServers,net/minecraft/client/gui/stream/GuiIngestServers
bgp,net/minecraft/client/gui/stream/GuiStreamUnavailable,net/minecraft/client/gui/stream/GuiStreamUnavailable
fp,net/minecraft/util/ChatStyle$Serializer,net/minecraft/util/ChatStyle$Serializer
bgo,net/minecraft/client/gui/stream/GuiStreamOptions,net/minecraft/client/gui/stream/GuiStreamOptions
fq,net/minecraft/util/ChatComponentText,net/minecraft/util/ChatComponentText
fr,net/minecraft/util/ChatComponentTranslation,net/minecraft/util/ChatComponentTranslation
bgr,net/minecraft/client/gui/stream/GuiStreamUnavailable$Reason,net/minecraft/client/gui/stream/GuiStreamUnavailable$Reason
fs,net/minecraft/util/ChatComponentTranslationFormatException,net/minecraft/util/ChatComponentTranslationFormatException
bgq,net/minecraft/client/gui/stream/GuiStreamUnavailable$SwitchReason,net/minecraft/client/gui/stream/GuiStreamUnavailable$SwitchReason
ft,net/minecraft/network/Packet,net/minecraft/network/Packet
bgt,net/minecraft/client/main/Main$1,net/minecraft/client/main/Main$1
bgs,net/minecraft/client/gui/stream/GuiTwitchUserMode,net/minecraft/client/gui/stream/GuiTwitchUserMode
fu,net/minecraft/network/play/server/S08PacketPlayerPosLook,net/minecraft/network/play/server/S08PacketPlayerPosLook
fv,net/minecraft/network/play/INetHandlerPlayClient,net/minecraft/network/play/INetHandlerPlayClient
bgv,net/minecraft/client/main/Main$2,net/minecraft/client/main/Main$2
fw,net/minecraft/network/play/server/S0EPacketSpawnObject,net/minecraft/network/play/server/S0EPacketSpawnObject
bgu,net/minecraft/client/main/Main$1$1,net/minecraft/client/main/Main$1$1
fx,net/minecraft/network/play/server/S11PacketSpawnExperienceOrb,net/minecraft/network/play/server/S11PacketSpawnExperienceOrb
bgw,net/minecraft/client/main/Main$3,net/minecraft/client/main/Main$3
fy,net/minecraft/network/play/server/S2CPacketSpawnGlobalEntity,net/minecraft/network/play/server/S2CPacketSpawnGlobalEntity
fz,net/minecraft/network/play/server/S0FPacketSpawnMob,net/minecraft/network/play/server/S0FPacketSpawnMob
ga,net/minecraft/network/play/server/S10PacketSpawnPainting,net/minecraft/network/play/server/S10PacketSpawnPainting
gb,net/minecraft/network/play/server/S0CPacketSpawnPlayer,net/minecraft/network/play/server/S0CPacketSpawnPlayer
gc,net/minecraft/network/play/server/S0BPacketAnimation,net/minecraft/network/play/server/S0BPacketAnimation
bhc,net/minecraft/client/model/ModelBat,net/minecraft/client/model/ModelBat
gd,net/minecraft/network/play/server/S37PacketStatistics,net/minecraft/network/play/server/S37PacketStatistics
ge,net/minecraft/network/play/server/S25PacketBlockBreakAnim,net/minecraft/network/play/server/S25PacketBlockBreakAnim
bhe,net/minecraft/client/model/ModelBoat,net/minecraft/client/model/ModelBoat
gf,net/minecraft/network/play/server/S35PacketUpdateTileEntity,net/minecraft/network/play/server/S35PacketUpdateTileEntity
bhd,net/minecraft/client/model/ModelBlaze,net/minecraft/client/model/ModelBlaze
bhg,net/minecraft/client/model/ModelChest,net/minecraft/client/model/ModelChest
gg,net/minecraft/network/play/server/S24PacketBlockAction,net/minecraft/network/play/server/S24PacketBlockAction
bhf,net/minecraft/client/model/ModelBook,net/minecraft/client/model/ModelBook
gh,net/minecraft/network/play/server/S23PacketBlockChange,net/minecraft/network/play/server/S23PacketBlockChange
gi,net/minecraft/network/play/server/S3APacketTabComplete,net/minecraft/network/play/server/S3APacketTabComplete
bhi,net/minecraft/client/model/ModelCow,net/minecraft/client/model/ModelCow
gj,net/minecraft/network/play/server/S02PacketChat,net/minecraft/network/play/server/S02PacketChat
bhh,net/minecraft/client/model/ModelChicken,net/minecraft/client/model/ModelChicken
gk,net/minecraft/network/play/server/S22PacketMultiBlockChange,net/minecraft/network/play/server/S22PacketMultiBlockChange
bhk,net/minecraft/client/model/ModelEnderman,net/minecraft/client/model/ModelEnderman
bhj,net/minecraft/client/model/ModelCreeper,net/minecraft/client/model/ModelCreeper
gl,net/minecraft/network/play/server/S32PacketConfirmTransaction,net/minecraft/network/play/server/S32PacketConfirmTransaction
gm,net/minecraft/network/play/server/S2EPacketCloseWindow,net/minecraft/network/play/server/S2EPacketCloseWindow
bhm,net/minecraft/client/model/ModelBiped,net/minecraft/client/model/ModelBiped
gn,net/minecraft/network/play/server/S2DPacketOpenWindow,net/minecraft/network/play/server/S2DPacketOpenWindow
bhl,net/minecraft/client/model/ModelGhast,net/minecraft/client/model/ModelGhast
net/minecraft/client/ClientBrandRetriever,net/minecraft/client/ClientBrandRetriever,net/minecraft/client/ClientBrandRetriever
go,net/minecraft/network/play/server/S30PacketWindowItems,net/minecraft/network/play/server/S30PacketWindowItems
bho,net/minecraft/client/model/ModelMagmaCube,net/minecraft/client/model/ModelMagmaCube
bhn,net/minecraft/client/model/ModelLargeChest,net/minecraft/client/model/ModelLargeChest
gp,net/minecraft/network/play/server/S31PacketWindowProperty,net/minecraft/network/play/server/S31PacketWindowProperty
gq,net/minecraft/network/play/server/S2FPacketSetSlot,net/minecraft/network/play/server/S2FPacketSetSlot
bhq,net/minecraft/client/model/ModelMinecart,net/minecraft/client/model/ModelMinecart
gr,net/minecraft/network/play/server/S3FPacketCustomPayload,net/minecraft/network/play/server/S3FPacketCustomPayload
bhp,net/minecraft/client/model/ModelLeashKnot,net/minecraft/client/model/ModelLeashKnot
bhs,net/minecraft/client/model/ModelHorse,net/minecraft/client/model/ModelHorse
gs,net/minecraft/network/play/server/S40PacketDisconnect,net/minecraft/network/play/server/S40PacketDisconnect
bhr,net/minecraft/client/model/ModelBase,net/minecraft/client/model/ModelBase
gt,net/minecraft/network/play/server/S19PacketEntityStatus,net/minecraft/network/play/server/S19PacketEntityStatus
gu,net/minecraft/network/play/server/S27PacketExplosion,net/minecraft/network/play/server/S27PacketExplosion
bhu,net/minecraft/client/model/ModelPig,net/minecraft/client/model/ModelPig
gv,net/minecraft/network/play/server/S2BPacketChangeGameState,net/minecraft/network/play/server/S2BPacketChangeGameState
bht,net/minecraft/client/model/ModelOcelot,net/minecraft/client/model/ModelOcelot
gw,net/minecraft/network/play/server/S00PacketKeepAlive,net/minecraft/network/play/server/S00PacketKeepAlive
bhw,net/minecraft/client/model/ModelQuadruped,net/minecraft/client/model/ModelQuadruped
bhv,net/minecraft/client/model/TexturedQuad,net/minecraft/client/model/TexturedQuad
gx,net/minecraft/network/play/server/S21PacketChunkData,net/minecraft/network/play/server/S21PacketChunkData
gy,net/minecraft/network/play/server/S21PacketChunkData$Extracted,net/minecraft/network/play/server/S21PacketChunkData$Extracted
bhy,net/minecraft/client/model/ModelSheep2,net/minecraft/client/model/ModelSheep2
gz,net/minecraft/network/play/server/S26PacketMapChunkBulk,net/minecraft/network/play/server/S26PacketMapChunkBulk
bhx,net/minecraft/client/model/ModelSheep1,net/minecraft/client/model/ModelSheep1
bhz,net/minecraft/client/model/ModelSign,net/minecraft/client/model/ModelSign
ha,net/minecraft/network/play/server/S28PacketEffect,net/minecraft/network/play/server/S28PacketEffect
hb,net/minecraft/network/play/server/S2APacketParticles,net/minecraft/network/play/server/S2APacketParticles
bib,net/minecraft/client/model/ModelSkeletonHead,net/minecraft/client/model/ModelSkeletonHead
hc,net/minecraft/network/play/server/S29PacketSoundEffect,net/minecraft/network/play/server/S29PacketSoundEffect
bia,net/minecraft/client/model/ModelSilverfish,net/minecraft/client/model/ModelSilverfish
hd,net/minecraft/network/play/server/S01PacketJoinGame,net/minecraft/network/play/server/S01PacketJoinGame
he,net/minecraft/network/play/server/S34PacketMaps,net/minecraft/network/play/server/S34PacketMaps
bic,net/minecraft/client/model/ModelSkeleton,net/minecraft/client/model/ModelSkeleton
hf,net/minecraft/network/play/server/S14PacketEntity,net/minecraft/network/play/server/S14PacketEntity
bif,net/minecraft/client/model/ModelSnowMan,net/minecraft/client/model/ModelSnowMan
bie,net/minecraft/client/model/ModelSlime,net/minecraft/client/model/ModelSlime
hg,net/minecraft/network/play/server/S14PacketEntity$S15PacketEntityRelMove,net/minecraft/network/play/server/S14PacketEntity$S15PacketEntityRelMove
bih,net/minecraft/client/model/ModelSquid,net/minecraft/client/model/ModelSquid
hh,net/minecraft/network/play/server/S14PacketEntity$S17PacketEntityLookMove,net/minecraft/network/play/server/S14PacketEntity$S17PacketEntityLookMove
hi,net/minecraft/network/play/server/S14PacketEntity$S16PacketEntityLook,net/minecraft/network/play/server/S14PacketEntity$S16PacketEntityLook
big,net/minecraft/client/model/ModelSpider,net/minecraft/client/model/ModelSpider
bij,net/minecraft/client/model/ModelIronGolem,net/minecraft/client/model/ModelIronGolem
hj,net/minecraft/network/play/server/S36PacketSignEditorOpen,net/minecraft/network/play/server/S36PacketSignEditorOpen
bii,net/minecraft/client/model/PositionTextureVertex,net/minecraft/client/model/PositionTextureVertex
hk,net/minecraft/network/play/server/S39PacketPlayerAbilities,net/minecraft/network/play/server/S39PacketPlayerAbilities
bil,net/minecraft/client/model/ModelZombieVillager,net/minecraft/client/model/ModelZombieVillager
bik,net/minecraft/client/model/ModelVillager,net/minecraft/client/model/ModelVillager
bin,net/minecraft/client/model/ModelWither,net/minecraft/client/model/ModelWither
bim,net/minecraft/client/model/ModelWitch,net/minecraft/client/model/ModelWitch
ho,net/minecraft/network/play/server/S38PacketPlayerListItem,net/minecraft/network/play/server/S38PacketPlayerListItem
hp,net/minecraft/network/play/server/S0APacketUseBed,net/minecraft/network/play/server/S0APacketUseBed
bip,net/minecraft/client/model/ModelZombie,net/minecraft/client/model/ModelZombie
hq,net/minecraft/network/play/server/S13PacketDestroyEntities,net/minecraft/network/play/server/S13PacketDestroyEntities
bio,net/minecraft/client/model/ModelWolf,net/minecraft/client/model/ModelWolf
hr,net/minecraft/network/play/server/S1EPacketRemoveEntityEffect,net/minecraft/network/play/server/S1EPacketRemoveEntityEffect
bir,net/minecraft/client/model/ModelEnderCrystal,net/minecraft/client/model/ModelEnderCrystal
biq,net/minecraft/client/model/ModelDragon,net/minecraft/client/model/ModelDragon
hs,net/minecraft/network/play/server/S07PacketRespawn,net/minecraft/network/play/server/S07PacketRespawn
ht,net/minecraft/network/play/server/S19PacketEntityHeadLook,net/minecraft/network/play/server/S19PacketEntityHeadLook
hu,net/minecraft/network/play/server/S09PacketHeldItemChange,net/minecraft/network/play/server/S09PacketHeldItemChange
bis,net/minecraft/client/model/ModelBox,net/minecraft/client/model/ModelBox
hv,net/minecraft/network/play/server/S3DPacketDisplayScoreboard,net/minecraft/network/play/server/S3DPacketDisplayScoreboard
hw,net/minecraft/network/play/server/S1CPacketEntityMetadata,net/minecraft/network/play/server/S1CPacketEntityMetadata
bix,net/minecraft/client/model/ModelRenderer,net/minecraft/client/model/ModelRenderer
hx,net/minecraft/network/play/server/S1BPacketEntityAttach,net/minecraft/network/play/server/S1BPacketEntityAttach
hy,net/minecraft/network/play/server/S12PacketEntityVelocity,net/minecraft/network/play/server/S12PacketEntityVelocity
hz,net/minecraft/network/play/server/S04PacketEntityEquipment,net/minecraft/network/play/server/S04PacketEntityEquipment
biz,net/minecraft/client/network/NetHandlerLoginClient,net/minecraft/client/network/NetHandlerLoginClient
biy,net/minecraft/client/model/TextureOffset,net/minecraft/client/model/TextureOffset
ia,net/minecraft/network/play/server/S1FPacketSetExperience,net/minecraft/network/play/server/S1FPacketSetExperience
bja,net/minecraft/client/network/NetHandlerLoginClient$1,net/minecraft/client/network/NetHandlerLoginClient$1
ib,net/minecraft/network/play/server/S06PacketUpdateHealth,net/minecraft/network/play/server/S06PacketUpdateHealth
ic,net/minecraft/network/play/server/S3BPacketScoreboardObjective,net/minecraft/network/play/server/S3BPacketScoreboardObjective
bjc,net/minecraft/client/network/NetHandlerPlayClient$1,net/minecraft/client/network/NetHandlerPlayClient$1
id,net/minecraft/network/play/server/S3EPacketTeams,net/minecraft/network/play/server/S3EPacketTeams
bjb,net/minecraft/client/network/NetHandlerPlayClient,net/minecraft/client/network/NetHandlerPlayClient
ie,net/minecraft/network/play/server/S3CPacketUpdateScore,net/minecraft/network/play/server/S3CPacketUpdateScore
bje,net/minecraft/client/multiplayer/PlayerControllerMP,net/minecraft/client/multiplayer/PlayerControllerMP
bjd,net/minecraft/client/multiplayer/ChunkProviderClient,net/minecraft/client/multiplayer/ChunkProviderClient
ig,net/minecraft/network/play/server/S05PacketSpawnPosition,net/minecraft/network/play/server/S05PacketSpawnPosition
bjg,net/minecraft/client/multiplayer/WorldClient$1,net/minecraft/client/multiplayer/WorldClient$1
ih,net/minecraft/network/play/server/S03PacketTimeUpdate,net/minecraft/network/play/server/S03PacketTimeUpdate
bjf,net/minecraft/client/multiplayer/WorldClient,net/minecraft/client/multiplayer/WorldClient
ii,net/minecraft/network/play/server/S33PacketUpdateSign,net/minecraft/network/play/server/S33PacketUpdateSign
bji,net/minecraft/client/multiplayer/WorldClient$3,net/minecraft/client/multiplayer/WorldClient$3
bjh,net/minecraft/client/multiplayer/WorldClient$2,net/minecraft/client/multiplayer/WorldClient$2
ij,net/minecraft/network/play/server/S0DPacketCollectItem,net/minecraft/network/play/server/S0DPacketCollectItem
ik,net/minecraft/network/play/server/S18PacketEntityTeleport,net/minecraft/network/play/server/S18PacketEntityTeleport
bjk,net/minecraft/client/entity/EntityClientPlayerMP,net/minecraft/client/entity/EntityClientPlayerMP
il,net/minecraft/network/play/server/S20PacketEntityProperties,net/minecraft/network/play/server/S20PacketEntityProperties
bjj,net/minecraft/client/multiplayer/WorldClient$4,net/minecraft/client/multiplayer/WorldClient$4
bjm,net/minecraft/client/multiplayer/ServerAddress,net/minecraft/client/multiplayer/ServerAddress
im,net/minecraft/network/play/server/S20PacketEntityProperties$Snapshot,net/minecraft/network/play/server/S20PacketEntityProperties$Snapshot
bjl,net/minecraft/client/gui/GuiPlayerInfo,net/minecraft/client/gui/GuiPlayerInfo
in,net/minecraft/network/play/server/S1DPacketEntityEffect,net/minecraft/network/play/server/S1DPacketEntityEffect
bjo,net/minecraft/client/multiplayer/ServerData$ServerResourceMode,net/minecraft/client/multiplayer/ServerData$ServerResourceMode
io,net/minecraft/network/play/INetHandlerPlayServer,net/minecraft/network/play/INetHandlerPlayServer
ip,net/minecraft/network/play/client/C0APacketAnimation,net/minecraft/network/play/client/C0APacketAnimation
bjn,net/minecraft/client/multiplayer/ServerData,net/minecraft/client/multiplayer/ServerData
iq,net/minecraft/network/play/client/C14PacketTabComplete,net/minecraft/network/play/client/C14PacketTabComplete
bjq,net/minecraft/client/network/OldServerPinger,net/minecraft/client/network/OldServerPinger
bjp,net/minecraft/client/multiplayer/ServerList,net/minecraft/client/multiplayer/ServerList
ir,net/minecraft/network/play/client/C01PacketChatMessage,net/minecraft/network/play/client/C01PacketChatMessage
is,net/minecraft/network/play/client/C16PacketClientStatus,net/minecraft/network/play/client/C16PacketClientStatus
bjs,net/minecraft/client/network/OldServerPinger$2,net/minecraft/client/network/OldServerPinger$2
it,net/minecraft/network/play/client/C16PacketClientStatus$EnumState,net/minecraft/network/play/client/C16PacketClientStatus$EnumState
bjr,net/minecraft/client/network/OldServerPinger$1,net/minecraft/client/network/OldServerPinger$1
net/minecraft/realms/RealmsLevelSummary,net/minecraft/realms/RealmsLevelSummary,net/minecraft/realms/RealmsLevelSummary
iu,net/minecraft/network/play/client/C15PacketClientSettings,net/minecraft/network/play/client/C15PacketClientSettings
bju,net/minecraft/client/particle/EntityBreakingFX,net/minecraft/client/particle/EntityBreakingFX
iv,net/minecraft/network/play/client/C0FPacketConfirmTransaction,net/minecraft/network/play/client/C0FPacketConfirmTransaction
bjt,net/minecraft/client/network/OldServerPinger$2$1,net/minecraft/client/network/OldServerPinger$2$1
iw,net/minecraft/network/play/client/C11PacketEnchantItem,net/minecraft/network/play/client/C11PacketEnchantItem
bjw,net/minecraft/client/particle/EntityCrit2FX,net/minecraft/client/particle/EntityCrit2FX
bjv,net/minecraft/client/particle/EntityBubbleFX,net/minecraft/client/particle/EntityBubbleFX
ix,net/minecraft/network/play/client/C0EPacketClickWindow,net/minecraft/network/play/client/C0EPacketClickWindow
bjy,net/minecraft/client/particle/EntityDropParticleFX,net/minecraft/client/particle/EntityDropParticleFX
iy,net/minecraft/network/play/client/C0DPacketCloseWindow,net/minecraft/network/play/client/C0DPacketCloseWindow
iz,net/minecraft/network/play/client/C17PacketCustomPayload,net/minecraft/network/play/client/C17PacketCustomPayload
bjx,net/minecraft/client/particle/EntityCritFX,net/minecraft/client/particle/EntityCritFX
bjz,net/minecraft/client/particle/EntityEnchantmentTableParticleFX,net/minecraft/client/particle/EntityEnchantmentTableParticleFX
ja,net/minecraft/network/play/client/C02PacketUseEntity,net/minecraft/network/play/client/C02PacketUseEntity
jb,net/minecraft/network/play/client/C02PacketUseEntity$Action,net/minecraft/network/play/client/C02PacketUseEntity$Action
jc,net/minecraft/network/play/client/C00PacketKeepAlive,net/minecraft/network/play/client/C00PacketKeepAlive
bka,net/minecraft/client/particle/EntityExplodeFX,net/minecraft/client/particle/EntityExplodeFX
jd,net/minecraft/network/play/client/C03PacketPlayer,net/minecraft/network/play/client/C03PacketPlayer
bkd,net/minecraft/client/particle/EntityFireworkSparkFX,net/minecraft/client/particle/EntityFireworkSparkFX
bkc,net/minecraft/client/particle/EntityFireworkOverlayFX,net/minecraft/client/particle/EntityFireworkOverlayFX
je,net/minecraft/network/play/client/C03PacketPlayer$C04PacketPlayerPosition,net/minecraft/network/play/client/C03PacketPlayer$C04PacketPlayerPosition
jf,net/minecraft/network/play/client/C03PacketPlayer$C06PacketPlayerPosLook,net/minecraft/network/play/client/C03PacketPlayer$C06PacketPlayerPosLook
bkf,net/minecraft/client/particle/EntityFlameFX,net/minecraft/client/particle/EntityFlameFX
jg,net/minecraft/network/play/client/C03PacketPlayer$C05PacketPlayerLook,net/minecraft/network/play/client/C03PacketPlayer$C05PacketPlayerLook
bke,net/minecraft/client/particle/EntityFireworkStarterFX,net/minecraft/client/particle/EntityFireworkStarterFX
jh,net/minecraft/network/play/client/C13PacketPlayerAbilities,net/minecraft/network/play/client/C13PacketPlayerAbilities
bkh,net/minecraft/client/particle/EntityHeartFX,net/minecraft/client/particle/EntityHeartFX
bkg,net/minecraft/client/particle/EntityFootStepFX,net/minecraft/client/particle/EntityFootStepFX
ji,net/minecraft/network/play/client/C07PacketPlayerDigging,net/minecraft/network/play/client/C07PacketPlayerDigging
jj,net/minecraft/network/play/client/C0BPacketEntityAction,net/minecraft/network/play/client/C0BPacketEntityAction
bkj,net/minecraft/client/particle/EntityHugeExplodeFX,net/minecraft/client/particle/EntityHugeExplodeFX
jk,net/minecraft/network/play/client/C0CPacketInput,net/minecraft/network/play/client/C0CPacketInput
bki,net/minecraft/client/particle/EntityLargeExplodeFX,net/minecraft/client/particle/EntityLargeExplodeFX
jl,net/minecraft/network/play/client/C09PacketHeldItemChange,net/minecraft/network/play/client/C09PacketHeldItemChange
bkl,net/minecraft/client/particle/EntityNoteFX,net/minecraft/client/particle/EntityNoteFX
bkk,net/minecraft/client/particle/EntityLavaFX,net/minecraft/client/particle/EntityLavaFX
jm,net/minecraft/network/play/client/C10PacketCreativeInventoryAction,net/minecraft/network/play/client/C10PacketCreativeInventoryAction
jn,net/minecraft/network/play/client/C12PacketUpdateSign,net/minecraft/network/play/client/C12PacketUpdateSign
bkn,net/minecraft/client/particle/EffectRenderer,net/minecraft/client/particle/EffectRenderer
jo,net/minecraft/network/play/client/C08PacketPlayerBlockPlacement,net/minecraft/network/play/client/C08PacketPlayerBlockPlacement
bkm,net/minecraft/client/particle/EntityFX,net/minecraft/client/particle/EntityFX
bkp,net/minecraft/client/particle/EffectRenderer$2,net/minecraft/client/particle/EffectRenderer$2
jp,net/minecraft/network/handshake/client/C00Handshake,net/minecraft/network/handshake/client/C00Handshake
jq,net/minecraft/network/handshake/INetHandlerHandshakeServer,net/minecraft/network/handshake/INetHandlerHandshakeServer
bko,net/minecraft/client/particle/EffectRenderer$1,net/minecraft/client/particle/EffectRenderer$1
bkr,net/minecraft/client/particle/EffectRenderer$4,net/minecraft/client/particle/EffectRenderer$4
jr,net/minecraft/network/login/INetHandlerLoginClient,net/minecraft/network/login/INetHandlerLoginClient
js,net/minecraft/network/login/server/S02PacketLoginSuccess,net/minecraft/network/login/server/S02PacketLoginSuccess
bkq,net/minecraft/client/particle/EffectRenderer$3,net/minecraft/client/particle/EffectRenderer$3
jt,net/minecraft/network/login/server/S01PacketEncryptionRequest,net/minecraft/network/login/server/S01PacketEncryptionRequest
bkt,net/minecraft/client/particle/EntityPortalFX,net/minecraft/client/particle/EntityPortalFX
ju,net/minecraft/network/login/server/S00PacketDisconnect,net/minecraft/network/login/server/S00PacketDisconnect
bks,net/minecraft/client/particle/EntityCloudFX,net/minecraft/client/particle/EntityCloudFX
jv,net/minecraft/network/login/INetHandlerLoginServer,net/minecraft/network/login/INetHandlerLoginServer
bkv,net/minecraft/client/particle/EntitySmokeFX,net/minecraft/client/particle/EntitySmokeFX
bku,net/minecraft/client/particle/EntityReddustFX,net/minecraft/client/particle/EntityReddustFX
jw,net/minecraft/network/login/client/C00PacketLoginStart,net/minecraft/network/login/client/C00PacketLoginStart
jx,net/minecraft/network/login/client/C01PacketEncryptionResponse,net/minecraft/network/login/client/C01PacketEncryptionResponse
bkx,net/minecraft/client/particle/EntitySpellParticleFX,net/minecraft/client/particle/EntitySpellParticleFX
jy,net/minecraft/network/status/INetHandlerStatusClient,net/minecraft/network/status/INetHandlerStatusClient
bkw,net/minecraft/client/particle/EntitySnowShovelFX,net/minecraft/client/particle/EntitySnowShovelFX
jz,net/minecraft/network/status/server/S01PacketPong,net/minecraft/network/status/server/S01PacketPong
